date,tweet,sentiment
Fri Mar 23 02:16:15 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:16:41 +0000 2018,@EricBalchunas @ETFcom Nice switch from bitcoin in their holdings.  They probably dropped it after futures got started?  I'm guessing,1.0
Fri Mar 23 02:18:14 +0000 2018,"@TheFuNk_TV @bstategames I mean, there are physical bitcoin irl, but it's just not a practical or common thing.",0.0
Fri Mar 23 02:18:40 +0000 2018,"Friday 23/3/2018 Retracement on Bitcoin Daydream Believer Low 8,429.88 (high 8.688.28)",1.0
Fri Mar 23 02:19:05 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:19:50 +0000 2018,@OnWindowly Can I borrow to buy more Bitcoin cash?,1.0
Fri Mar 23 02:20:56 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:21:09 +0000 2018,"Wow...was on a Zoom with none other than Charlie Shrem, a bitcoin god!
#whocares",0.0
Fri Mar 23 02:21:18 +0000 2018,"Friday 23/3/2018 Retracement on Bitcoin Whats Love got to do with it 8,403.12",1.0
Fri Mar 23 02:21:48 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:23:10 +0000 2018,Getting real tired of Bitcoin's bipolar bitch ass. $BTC,0.0
Fri Mar 23 02:24:04 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:24:34 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:24:53 +0000 2018,@BDubbJr He got SUPER into bitcoin. He came back and started doing reviews,1.0
Fri Mar 23 02:24:58 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:25:42 +0000 2018,Gonna wake up and buy an undisclosed (that means secret but dont worry it's not a lot) amount of bitcoin in the morning.,0.0
Fri Mar 23 02:25:59 +0000 2018,@JanKasparecArt @KeanuReeves_USA Nice work Broski! next up....Buddah n Bitcoin? ;),1.0
Fri Mar 23 02:26:22 +0000 2018,"Friday 23/3/2018 Low for Bitcoin done on this song=As Long As You Love Me, Backstreet Boys",1.0
Fri Mar 23 02:26:44 +0000 2018,New #bitcoin block 0000000000000000000d7d77781d4eb0bacfaca1af23caf7e476b26375829499 mined at height 514750.,1.0
Fri Mar 23 02:26:48 +0000 2018,"#bitcoin Do not worry, the great Sal told us that 9k is the absolute and final bottom. It can never go under 9k!",1.0
Fri Mar 23 02:27:50 +0000 2018,"$BTC broke down $8600. Lookin for a hard bounce from 8400, or $7300 is in play. #bitcoin",0.0
Fri Mar 23 02:28:25 +0000 2018,@MacroScope17 Complete mass manipulation. Without it bitcoin would be nowhere.,1.0
Fri Mar 23 02:29:20 +0000 2018,If dow crashes be ready.... #bitcoin,1.0
Fri Mar 23 02:29:39 +0000 2018,"I just dropped a Bitcoin into the ""Feel Better Otis"" boot. #ChicagoFire",1.0
Fri Mar 23 02:30:01 +0000 2018,"BTC-BAT AskRate: 0.00002380 #Bittrex  #BAT $BAT #Basic Attention Token #altcoin #bitcoin #cryptocurrency
 ♥ FOLLOW for PROFIT",1.0
Fri Mar 23 02:30:03 +0000 2018,One Bitcoin now worth $8428.79@bitstamp. High $9099.590. Low $8377.290. Market Cap $142.720 Billion #bitcoin,1.0
Fri Mar 23 02:30:26 +0000 2018,#SUB Price is 0.00004714 (-0.00000140) #BTC / 0.39587 (-0.02144) #USD. Market rank is 115. #substratum #bitcoin #blockchain,0.0
Fri Mar 23 02:30:28 +0000 2018,#ADA Price is 0.00002267 (+0.00000001) #BTC / 0.190338 (-0.00454) #USD. Market rank is 6. #cardano #bitcoin #blockchain,0.0
Fri Mar 23 02:30:30 +0000 2018,#DASH Price is 0.0473071 (+0.00007240) #BTC / 401.192 (-5.08800) #USD. Market rank is 12. #dash #bitcoin #blockchain,0.0
Fri Mar 23 02:30:31 +0000 2018,#XEM Price is 0.00003342 (-0.00000032) #BTC / 0.280647 (-0.00944) #USD. Market rank is 13. #nem #bitcoin #blockchain,0.0
Fri Mar 23 02:30:33 +0000 2018,#EOS Price is 0.00077814 (-0.00000636) #BTC / 6.53418 (-0.21354) #USD. Market rank is 7. #eos #bitcoin #blockchain,0.0
Fri Mar 23 02:33:47 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:34:19 +0000 2018,@khunFYP @btc_manager maybe because you're hysterical when someone calls bitcoin cash a scam,0.0
Fri Mar 23 02:34:42 +0000 2018,"@movementsjpg I wish I could but I have my money tied up in bitcoin and my future, sis. I’m sorry. I hope you fine another way 🤙🏽",0.0
Fri Mar 23 02:35:17 +0000 2018,Why does everyone who likes bitcoin look like a gym teacher that takes it too seriously?,0.0
Fri Mar 23 02:35:39 +0000 2018,Bitcoin was a good investment while it lasted,1.0
Fri Mar 23 02:35:47 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:37:11 +0000 2018,New #bitcoin block 00000000000000000026d81defd2989c8d311898a4a4029d62fdcea219e3347e mined at height 514751.,1.0
Fri Mar 23 02:38:50 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:39:01 +0000 2018,"The #BitcoinPizza would be worth US$85,140,800.00 right now (down -6.16% in the last 24 hours): #Bitcoin",1.0
Fri Mar 23 02:41:01 +0000 2018,"So this is the plan. Spread some fake news when #bitcoin rises so all the fools sell and we collect
#BTC",0.0
Fri Mar 23 02:41:21 +0000 2018,#Ilovebitcoin because broken #bitcoin miners are easy to fix,1.0
Fri Mar 23 02:41:33 +0000 2018,"@Dunnestar @ProfFaustus If I buy 1 bitcoin per day and HODL, is that useless?",0.0
Fri Mar 23 02:42:10 +0000 2018,@ProfFaustus @haseebinc @lopp @naval How many more of your dead friend's @bitcoin are you going to sell?,1.0
Fri Mar 23 02:42:43 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:43:00 +0000 2018,why dont care about bitcoin can i just broke it ill fix it tomorrow i think,0.0
Fri Mar 23 02:43:38 +0000 2018,My bf is playing Tokyo Xanadu now and he just made the excellent point that Yuuki absolutely fucking mined bitcoin out the ass,1.0
Fri Mar 23 02:43:40 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:43:40 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:44:34 +0000 2018,"Please remind me never to predict BTC again 🙈she’s definitely a girl, clearly PMS’ing and pissing me off now .Time to grow a pair! #Bitcoin",1.0
Fri Mar 23 02:44:41 +0000 2018,"WHAT ICO'S ARE YOU MOST LOOKING FORWARD TOO

Let me know of some that you are looking at

#Bitcoin #ICO's #ETHEREUM",1.0
Fri Mar 23 02:44:50 +0000 2018,"@CRYPTOCURRENC Give responds by cutting taxes and increase spending, currency devalues bitcoin soars",0.0
Fri Mar 23 02:44:56 +0000 2018,"Time to start accepting taxes in #bitcoin @Cityofatlanta—you'd be unlocked in no time ;)

#crypto",1.0
Fri Mar 23 02:45:15 +0000 2018,"@lucamarra8 @thecryptofam $4M+ worth of XBT - Bitcoin Quanto Futures Contract - long position was liquidated, i.e. the position was lost.",1.0
Fri Mar 23 02:45:23 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:46:01 +0000 2018,@Bitcoin This is a great concept for the crypto community,1.0
Fri Mar 23 02:46:05 +0000 2018,@patribotics I think you're right about bitcoin.  It's overdue for some guidance anyway.,1.0
Fri Mar 23 02:46:21 +0000 2018,"In my heart, I believe bitcoin is ridiculous and that's dandy",0.0
Fri Mar 23 02:46:36 +0000 2018,@aliasvaughn This may be bitcoin bust which indirectly and directly is involved in Trump/Russia.,1.0
Fri Mar 23 02:47:04 +0000 2018,I would love to see Bitcoin Private listed on koinex. #whatsnextonkoinex,1.0
Fri Mar 23 02:48:04 +0000 2018,Breaking News: Binance will be listing WAN( $WAN) soon #cryptocurrency #blockchain #bitcoin #crypto #btc #ico #eth #xrp #trading #CryptoNews,0.0
Fri Mar 23 02:48:11 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:48:28 +0000 2018,There is so much happening in #crypto We are literally changing the world right now #bitcoinminer #bitcoin #btc #bitcoinsfuture,1.0
Fri Mar 23 02:48:53 +0000 2018,@TheNvsibleHand Bitcoin is your gold and litecoin is your dollar. Plain and simple,0.0
Fri Mar 23 02:48:55 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:49:05 +0000 2018,Bitcoin and all is cool but have you invested in a person that turned out totally worthless.,0.0
Fri Mar 23 02:49:13 +0000 2018,"@marchmadness I’d like somebody to check the refs PayPal, Bitcoin, wallet or whatever the hell they use after the game.",0.0
Fri Mar 23 02:49:47 +0000 2018,"@Bitcoin Why have so many attempts to get any kind of significant tx volume on BCash failed?

The Great BCash Failing Debate - A Flatline",1.0
Fri Mar 23 02:50:16 +0000 2018,Who wants to fork bitcoin? This site is sold to him,1.0
Fri Mar 23 02:50:38 +0000 2018,Who is selling bitcoin right now? Is there some negative headline or potential news on the horizon?,0.0
Fri Mar 23 02:50:40 +0000 2018,"#MAPS has 1 new tx
(📉 output: 0.00115192 BTC / 9.67 USD)
Final balance: 0.00000000 BTC / 0.00 USD
#donation #bitcoin #cryptopaymon 🦄🗿👍",1.0
Fri Mar 23 02:51:41 +0000 2018,"Trading crypto is a way of transferring money from the impatient to the patient.

#cryptocurrency  #bitcoin",0.0
Fri Mar 23 02:52:19 +0000 2018,What are the mechanisms/methods you usually use for predicting bitcoin value?,0.0
Fri Mar 23 02:52:41 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:54:12 +0000 2018,"I stopped checking crypto prices, and r/bitcoin a while back... is everything back to normal yet or is shit still hitting the fan",0.0
Fri Mar 23 02:54:33 +0000 2018,"Right now i have no idea the price of Bitcoin. Many many hours ago it was 8560. My pediction is 8800, a moderare rally",1.0
Fri Mar 23 02:54:34 +0000 2018,How much price of @Bitcoin will go till July? #Bitcoin,1.0
Fri Mar 23 02:54:42 +0000 2018,"@bitstein The truth hurts, whatever you call him...he’s talking economics behind bitcoin. He is absolutely right.",0.0
Fri Mar 23 02:54:53 +0000 2018,New #bitcoin block 00000000000000000008167a540c3d094befe6c9543e2ece27071ab87641581c mined at height 514752.,1.0
Fri Mar 23 02:55:01 +0000 2018,I know this has to be fake but it’s still hilarious. Bitcoin jokes amuse me because of the this is to stupid to be real but yet,0.0
Fri Mar 23 02:55:12 +0000 2018,"@humanifold @Blockstream @shesek Sorry, not interested in bitcoin. There are other better coins.",0.0
Fri Mar 23 02:55:14 +0000 2018,"bitcoin: dead 
kinzcash: alive",0.0
Fri Mar 23 02:55:22 +0000 2018,@Altcoinbuzzio Bitcoin duh,0.0
Fri Mar 23 02:55:26 +0000 2018,Where have you been trading most lately? $crypto #bitcoin,1.0
Fri Mar 23 02:56:13 +0000 2018,"[me, hanging out with a bunch of pretentious hipsters]

“So bitcoin, amiright?”",0.0
Fri Mar 23 02:56:26 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:56:41 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:57:18 +0000 2018,"@aliasvaughn Bitcoin, money laundering, TT, etc. So many to choose from.",1.0
Fri Mar 23 02:57:52 +0000 2018,"@bitcoinyuri @Blockstream Sorry, no longer interested in Bitcoin.",0.0
Fri Mar 23 02:57:54 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:57:54 +0000 2018,"@Altcoinbuzzio Litecoin IMHO short term. Bitcoin is long term. The higher you are, the farther you have to fall.",1.0
Fri Mar 23 02:58:22 +0000 2018,New #bitcoin block 0000000000000000005148b477c1afed7f77e76e5cf192d9b5bbb8c1804e1c6f mined at height 514754.,1.0
Fri Mar 23 02:58:24 +0000 2018,@bittybitbit86 Yeah it’s ridiculous. Even worst case scenario that it gets shut down barely makes a dent in bitcoin future adoption,0.0
Fri Mar 23 02:58:29 +0000 2018,it's called bitcoin because it's only worth a lil bit,1.0
Fri Mar 23 02:58:46 +0000 2018,@APompliano Bitcoin and litecoin will be used. With smart contract and there technology there no limit. ⚡️🚀,1.0
Fri Mar 23 02:59:14 +0000 2018,@Altcoinbuzzio If they could have than Bitcoin would of been shut down long time ago !,0.0
Fri Mar 23 02:59:24 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:59:29 +0000 2018,"@DrewPflaum @BITCOlNCASH @BitcoinCashFund @BCHmeetups Sorry, not interested in Bitcoin Cash.",0.0
Fri Mar 23 02:59:34 +0000 2018,@Altcoinbuzzio #BITCOIN is KING all day long.,0.0
Fri Mar 23 03:00:00 +0000 2018,"Bad news: Bitcoin on the decline.
Current Rate: 8428.81 USD = 1 BTC",0.0
Fri Mar 23 03:00:02 +0000 2018,I wish I could drop acid as hard as the price of Bitcoin.,0.0
Fri Mar 23 03:00:02 +0000 2018,"Average Bitcoin market price is: USD 8,434.24, EUR 6,841.88",0.0
Fri Mar 23 03:00:08 +0000 2018,"How could bitcoin be affected by a trade war?

The only trade war bitcoin is having right now is with the moon.",1.0
Fri Mar 23 03:00:13 +0000 2018,Top 6 BTC/USD Exchange Orderbooks: Resistance til $8700:$24.2M; Support til $8200:$43.5M $BTC $BTCUSD #bitcoin #orderbook #markets #crypto,1.0
Fri Mar 23 03:00:20 +0000 2018,@NoTimeToSearch @cz_binance 😂😂😂people have such a small vision. How can you not see what bitcoin and blockchain technology is capable of.,0.0
Fri Mar 23 03:00:26 +0000 2018,#XEM Price is 0.00003329 (-0.00000013) #BTC / 0.279434 (-0.00121) #USD. Market rank is 13. #nem #bitcoin #blockchain,0.0
Fri Mar 23 03:00:28 +0000 2018,#SUB Price is 0.00004690 (-0.00000024) #BTC / 0.393709 (-0.00216) #USD. Market rank is 115. #substratum #bitcoin #blockchain,0.0
Fri Mar 23 03:00:29 +0000 2018,#DASH Price is 0.0471977 (-0.00010940) #BTC / 396.804 (-4.38800) #USD. Market rank is 12. #dash #bitcoin #blockchain,0.0
Fri Mar 23 03:00:29 +0000 2018,#EOS Price is 0.00078357 (+0.00000543) #BTC / 6.58764 (+0.05346) #USD. Market rank is 7. #eos #bitcoin #blockchain,0.0
Fri Mar 23 03:00:31 +0000 2018,#ADA Price is 0.00002267 (+0.00000000) #BTC / 0.190569 (+0.00023) #USD. Market rank is 6. #cardano #bitcoin #blockchain,0.0
Fri Mar 23 03:00:45 +0000 2018,"Dear @Snowden and @coinbase, Please #STFU. Sincerely, all #Crypto investors. #xrp #ripple #bitcoin #VergeFam #tron #trx",1.0
Fri Mar 23 03:01:00 +0000 2018,once bitcoin dominance hits around 50%+ that’s when the market will reverse and get healthy. calling it rn #ALTSEASONCOMEBAAAACCCCKKKK,1.0
Fri Mar 23 03:01:13 +0000 2018,@benshapiro What are your thoughts on Bitcoin/Litecoin and other crypto currencies?,0.0
Fri Mar 23 03:01:27 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:01:37 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:01:38 +0000 2018,"@ledgerstatus Well said! Bitcoin is still young in financial terms, though growing quickly!",1.0
Fri Mar 23 03:02:59 +0000 2018,@blackwidowgrl You’re welcome sweetie and lol on bitcoin,1.0
Fri Mar 23 03:03:02 +0000 2018,@benshapiro What are you thoughts on Bitcoin/Litecoin and other crypto currencies?,0.0
Fri Mar 23 03:03:04 +0000 2018,Good job #bitcoin #BTTC2018,1.0
Fri Mar 23 03:03:12 +0000 2018,Current price of Bitcoin is $8419.00 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,1.0
Fri Mar 23 03:03:19 +0000 2018,"#Bitcoin is currently tired of going into space and visiting the moon.

Seems like the Earth's core is a new destination. ♨️#BTC $BTC",0.0
Fri Mar 23 03:04:05 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:04:08 +0000 2018,New #bitcoin block 0000000000000000004c95477f37ba7d0d5501f8476fb07720f81d41ae1c1ced mined at height 514755.,1.0
Fri Mar 23 03:04:17 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:04:20 +0000 2018,BTC $8444.87 Down -$198.43 -2.35% in the last hour #bitcoin #bitsmart,0.0
Fri Mar 23 03:04:46 +0000 2018,"@Cointelegraph Sorry, no longer interested in Bitcoin.",0.0
Fri Mar 23 03:06:41 +0000 2018,@maximalistsnews More Bitcoin is More!,1.0
Fri Mar 23 03:06:47 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:07:03 +0000 2018,"THE MOST INNOVATIVE AND LUCRATIVE WAY TO EARN BITCOIN
JOIN BITCLUB NETWORK!!!!",1.0
Fri Mar 23 03:07:07 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:07:23 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:07:28 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:07:52 +0000 2018,OMG Bitcoin is the new vaping,1.0
Fri Mar 23 03:07:59 +0000 2018,New #bitcoin block 00000000000000000032e872239890eb7c362c008137845b7dcefbdb66a4e7ce mined at height 514756.,1.0
Fri Mar 23 03:09:12 +0000 2018,"fifth speaker @Satoshis_Vision @vermorel 
Terabyte blocks :)

""bandwidth is the most solved problem of #bitcoin.""",1.0
Fri Mar 23 03:09:34 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:10:25 +0000 2018,"fifth speaker @Satoshis_Vision @vermorel 
Terabyte blocks :)

""nowadays backing #bitcoin has improved, by quite a lot.""",1.0
Fri Mar 23 03:10:33 +0000 2018,@GreedPositive @ThrowingBugs @Bitcoin Reported for abusing twitter to spread propaganda for BSCore.,0.0
Fri Mar 23 03:11:14 +0000 2018,"@rogerkver @Falkvinge @Falkvinge  is very clever.

BCH is REAL bitcoin.",1.0
Fri Mar 23 03:11:45 +0000 2018,@AP4Liberty And sound money. Buy #bitcoin,1.0
Fri Mar 23 03:12:28 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:13:18 +0000 2018,@CryptoWaffles damn liked this thinking you were joking about bitcoin,1.0
Fri Mar 23 03:14:06 +0000 2018,"The #Bitcoin pizza is worth $85,360,325 today. (-7% from yesterday)",1.0
Fri Mar 23 03:14:12 +0000 2018,@Altcoinbuzzio Bitcoin hands down,0.0
Fri Mar 23 03:15:06 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:15:54 +0000 2018,@mattmilsap @Bitcoin @Satoshi_N_ I really doubt if you are mocking #BCore altcoin supporters by doing so.,1.0
Fri Mar 23 03:16:22 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:16:23 +0000 2018,@Altcoinbuzzio always bitcoin it does control the market. but Etherum or other powerful infrastructures like Neo,1.0
Fri Mar 23 03:17:11 +0000 2018,New #bitcoin block 000000000000000000366f5650d6ba3cf62682e44f541f9224004b8af7d25a5c mined at height 514757.,1.0
Fri Mar 23 03:17:17 +0000 2018,Retweet if you agree that Bitcoin is the new gold #bitcoin #bitcoins #bitcoinisgold #bitcoinworld #bitcoinnews,1.0
Fri Mar 23 03:17:18 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:17:18 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:17:32 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:18:00 +0000 2018,@Cryptos_Aus As long as it's not the fraudster bitcoin-fund-manager ?,0.0
Fri Mar 23 03:19:03 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:19:10 +0000 2018,New stable coin idea: Everything is priced in #bitcoin,1.0
Fri Mar 23 03:20:01 +0000 2018,"BTC-HMQ AskRate: 0.00001119 #Bittrex  #HMQ $HMQ #Humaniq #altcoin #crypto #bitcoin
 ♥ FOLLOW for PROFIT",1.0
Fri Mar 23 03:20:48 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:23:49 +0000 2018,Bitcoin is barely even fun anymore. $XBT BTC,1.0
Fri Mar 23 03:24:21 +0000 2018,@CoinStructive #shirtgate Hey @ellypriZeMaN we need you more than ever. ~Bitcoin Belle 🌷,1.0
Fri Mar 23 03:24:42 +0000 2018,@LandlordRescue I’m inventing a better bitcoin so should be good to go!,1.0
Fri Mar 23 03:25:56 +0000 2018,"Dow Jones going down.
Bitcoin was supposed to shield.
Fucking suits- leave us!

$BTC #crypto #haiku",0.0
Fri Mar 23 03:26:24 +0000 2018,@itsmelissabrown remember how early they were on writing about bitcoin??? nuts in retrospect,1.0
Fri Mar 23 03:26:32 +0000 2018,"@JakeNTech New options: 
1. Water Cooled Laptop, WetCoin™!
2. Two Computa, Two BitCoin!",1.0
Fri Mar 23 03:27:05 +0000 2018,All in on Diet Bitcoin. Escobars brother guarantees profit lol,1.0
Fri Mar 23 03:27:11 +0000 2018,"I hate ween people exploit things and ruin the fun for everyone. First Youtube, now bitcoin/cryptos 😧😧",0.0
Fri Mar 23 03:29:16 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:30:03 +0000 2018,One Bitcoin now worth $8413.81@bitstamp. High $9055.330. Low $8342.000. Market Cap $142.481 Billion #bitcoin,1.0
Fri Mar 23 03:30:03 +0000 2018,One Bitcoin now worth $8413.81@bitstamp. High $9055.330. Low $8342.000. Market Cap $142.481 Billion #bitcoin,1.0
Fri Mar 23 03:30:10 +0000 2018,@welovefaucet I have the same problem in both We Love Bitcoin and Play Bitcoin.,1.0
Fri Mar 23 03:30:26 +0000 2018,#SUB Price is 0.00004617 (-0.00000073) #BTC / 0.385999 (-0.00771) #USD. Market rank is 116. #substratum #bitcoin #blockchain,0.0
Fri Mar 23 03:30:27 +0000 2018,#EOS Price is 0.00078017 (-0.00000340) #BTC / 6.52226 (-0.06538) #USD. Market rank is 7. #eos #bitcoin #blockchain,0.0
Fri Mar 23 03:30:28 +0000 2018,#XEM Price is 0.00003301 (-0.00000028) #BTC / 0.275969 (-0.00347) #USD. Market rank is 13. #nem #bitcoin #blockchain,0.0
Fri Mar 23 03:30:29 +0000 2018,#ADA Price is 0.00002258 (-0.00000009) #BTC / 0.188787 (-0.00178) #USD. Market rank is 6. #cardano #bitcoin #blockchain,0.0
Fri Mar 23 03:30:29 +0000 2018,#DASH Price is 0.0481372 (+0.00093950) #BTC / 402.431 (+5.62700) #USD. Market rank is 11. #dash #bitcoin #blockchain,0.0
Fri Mar 23 03:30:45 +0000 2018,This couple loves bitcoin so much that they decided to have a bitcoin themed wedding. Most of their guests gave them bitcoin as a gift!,1.0
Fri Mar 23 03:31:49 +0000 2018,@lister_lester He wants to buy the bitcoin dip.  : ),1.0
Fri Mar 23 03:32:36 +0000 2018,@CNBC Would be nice to see an after Pic when bitcoin crashes,1.0
Fri Mar 23 03:33:09 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:33:26 +0000 2018,New #bitcoin block 00000000000000000004d1d76f3a8931d87ad736d36fd62c733e05cf56d9274e mined at height 514758.,1.0
Fri Mar 23 03:33:42 +0000 2018,So @Ania_Nimbla  you like #Bitcoin &amp; #Crypto Cool 👍🏻 Great to connect Ania much appreciated,1.0
Fri Mar 23 03:34:00 +0000 2018,"@afaqshah @PhilakoneCrypto Wishing ill upon bitcoin, rude",0.0
Fri Mar 23 03:34:35 +0000 2018,#bitcoin buy now 8387 good price for enter,1.0
Fri Mar 23 03:36:02 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:36:13 +0000 2018,@CNBC How much are they worth in bitcoin?,1.0
Fri Mar 23 03:36:27 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:36:48 +0000 2018,I really look forward to bitcoin being large enough that these whales can't fuck with the price so much.,1.0
Fri Mar 23 03:36:53 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:38:12 +0000 2018,"$ELEC Pump detected, in 5 days we will see + 500% on this baby! Very hot inside news are coming! #bitcoin #altcoin #eth $eth $xmr $btc",1.0
Fri Mar 23 03:38:22 +0000 2018,@lopp @coindesk Better bitcoin resource:,1.0
Fri Mar 23 03:38:42 +0000 2018,@bitstein By this logic what is work?? Trading??? Every diehard hodler I know works to better bitcoin for free.,1.0
Fri Mar 23 03:38:54 +0000 2018,Since /r/buttcoin is actually one of the oldest bitcoin subs around we were in the top 3 I think for a few years,1.0
Fri Mar 23 03:39:25 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:39:53 +0000 2018,"@CNBC (2932331 follows)
This couple loves bitcoin so much that they decided to have a bitcoin themed wedding. Most of their guests gave...",1.0
Fri Mar 23 03:39:54 +0000 2018,@lopp Better bitcoin resource:,1.0
Fri Mar 23 03:40:32 +0000 2018,"""We have elected to put our money and faith in a mathematical framework that is free of politics and human error."" Tyler Winklevoss #bitcoin",1.0
Fri Mar 23 03:40:46 +0000 2018,"It's hard to make a good TA in ALTS if the market is being moved by $btc.  So, let's keep following The King. $btcusd $crypto #bitcoin",1.0
Fri Mar 23 03:41:21 +0000 2018,:( :( ....[Bitcoin performance assessment (-0.18%)] #bitcoin,0.0
